,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.00123249087109701, 0.0027446519379478902, 0.005537050363912333, 0.005449651678304434, 0.005536554051477255]","[0.001338546400717404, 0.0027568580710862936, 0.007125585407647114, 0.006753267251670679, 0.006777510282213168]","[0.0011249614004828008, 0.002684668742409734, 0.005754279609129559, 0.005357704873828552, 0.005417442331386163]","[0.0011076691326305985, 0.0026395361153056574, 0.0020123130949696727, 0.0016664082969909551, 0.0019537133089996394]","[0.0014493886869791466, 0.0032586762968169368, 0.011000027195567714, 0.010415791744105235, 0.010532097322221297]","[0.0011195088038266413, 0.002766412031336411, 0.0058382665288081725, 0.005445878085589325, 0.005512421349920007]","[0.0012616467326437735, 0.002943191729194255, 0.0045206127716246975, 0.004338755425420146, 0.004303891367455727]","[0.0011123250758871017, 0.002676649339463603, 0.005981290781612328, 0.0055615461246984665, 0.005623080105414833]","[0.0012429910012595547, 0.0032349295129378004, 0.0056305280990125404, 0.005272909939364625, 0.00531435891918372]","[0.001821550338582262, 0.0026685880506474016, 0.006145399785474301, 0.005517109449547827, 0.005887912986183872]","[0.0011260019140950238, 0.0029303489061975386, 0.005751440572587079, 0.005615378482243692, 0.0055749420814341435]","[0.001173701388880871, 0.0027043337992930573, 0.0022182259732213346, 0.0018289542708500126, 0.00197487352207211]","[0.001109277851650308, 0.0026807484970150716, 0.0019911810737246217, 0.0016604558248537414, 0.0019545491380351487]"
ETH,"[0.0015534514840410824, 0.002764621857986901, 0.0022067005396940328, 0.0030778842918809507, 0.004699336448052674]","[0.0016223432393219779, 0.0028999019561000323, 0.0023200830800077744, 0.003380736400421661, 0.0047003735419622475]","[0.0015049185708305736, 0.0025492730781194297, 0.0021073172893984176, 0.0030296761863443443, 0.0046380714395902215]","[0.001526712764185605, 0.002007719091586568, 0.0020753451543902863, 0.002841443188304742, 0.004608163504026612]","[0.0015716012441850753, 0.002631554522080459, 0.0022773321412895738, 0.003084903905289463, 0.005063870073221173]","[0.0015587374416922626, 0.002529379864813521, 0.002206748360184048, 0.003014801307583108, 0.004619399951704571]","[0.0015830445808620028, 0.002404531891513905, 0.0026320434503269417, 0.002996947330202781, 0.005114007407091259]","[0.001531586688183194, 0.0026577413418560824, 0.0022643219525699484, 0.0030953405588955694, 0.004720805081639523]","[0.0015327324364035368, 0.0024638620196179946, 0.0023316531943250217, 0.0028656329235236385, 0.005161773246044908]","[0.0023397139149629563, 0.0026981404067219585, 0.0023849842642748105, 0.0033606899473679268, 0.004709762837734811]","[0.0020163935089350157, 0.0026229343874728354, 0.0027356386724864366, 0.0032773764997072225, 0.005099030305710994]","[0.0015642269915164182, 0.0020560052096893983, 0.0021628224724503714, 0.002727451086671448, 0.004774364096214453]","[0.001513747411898129, 0.0020099896927761214, 0.002046050208487925, 0.0028027677283618394, 0.004622279330649092]"
BNB,"[0.000703058199618951, 0.0018135806938751858, 0.004032058746035645, 0.0026810306707868796, 0.003197650244730741]","[0.0008495018362864385, 0.0020071396290302604, 0.004796177428332423, 0.0033286198349619573, 0.0037377341462114695]","[0.0006883453607745005, 0.0017865347913169562, 0.003784724802546415, 0.002442895464967782, 0.0030439550223649936]","[0.0006895290216632739, 0.001785987227446182, 0.00214037031333128, 0.0015112748105364062, 0.00243273945815444]","[0.0007442722392395153, 0.0021622977683792587, 0.004397336371010061, 0.002964019860298942, 0.003492268348477337]","[0.0006974783936316904, 0.0018080799546794403, 0.0039019568097583496, 0.002482495152902755, 0.0030835742386029937]","[0.0007125867224900426, 0.001815718461762215, 0.004201493049165143, 0.0028917224560080414, 0.0036919118041177125]","[0.0007126806239883308, 0.0019696579004940674, 0.004215679539389633, 0.0026625805496302605, 0.0032852237719749157]","[0.0007148071184388692, 0.0019622113951797576, 0.003592927578085166, 0.002563409402429205, 0.0030366341755287663]","[0.001148535782011999, 0.0019469977942135883, 0.004254123127226552, 0.0028336441807013677, 0.0035303899672119244]","[0.0006910890740162403, 0.001808824153380293, 0.0038105625829278145, 0.0024824217698519693, 0.0030642275244450296]","[0.0007335687345192556, 0.001865989431330745, 0.0021450219551601563, 0.0016268627771118497, 0.002371146434048524]","[0.0007012986740699967, 0.00180110608374569, 0.002115369789473158, 0.0015056202643095773, 0.00240736823538107]"
XRP,"[0.0015252378643012272, 0.002338723121722014, 0.003672501080352144, 0.0023364014817511235, 0.004124778572059146]","[0.0021143004194490805, 0.002568561816650478, 0.0040102862623396344, 0.0029419839715556697, 0.004431607380907921]","[0.0015349190918920027, 0.002262393340599198, 0.003499410632382525, 0.002254812707021401, 0.004119094155370812]","[0.001563973546849476, 0.0022262889817433558, 0.00247915945130757, 0.0018637414502449125, 0.003963693544211694]","[0.002622664629770025, 0.0032064794634337154, 0.003956973608424574, 0.002532226920416387, 0.004939035133289175]","[0.0015527974882731397, 0.0022368244288976822, 0.00362929127214728, 0.0023608539156051225, 0.004198551718604465]","[0.0015466072018203063, 0.002304493606554756, 0.003681318326638574, 0.0023350424567618955, 0.004137789797493765]","[0.0016096116320937304, 0.0022281840375161788, 0.003452930487296656, 0.0022247326142782135, 0.004217795424871179]","[0.0015420432498339885, 0.0023795443230990067, 0.003862560522607563, 0.002294995298076063, 0.004717093660465014]","[0.0028042759062583767, 0.0034820655718567715, 0.004313793169936095, 0.0028038086208049392, 0.004613414421613232]","[0.0016286310008992496, 0.0022406544425546174, 0.004515747268773889, 0.002692228148636627, 0.004581550501477512]","[0.0015442773313304539, 0.0023008370760679714, 0.00260682673617202, 0.0020091405859455, 0.004139033900900832]","[0.0015379355541774529, 0.002235928925067981, 0.00246175648979795, 0.0018565872734392275, 0.003969529277871594]"
ADA,"[0.001964869118124348, 0.0031969553402657006, 0.004546160007089586, 0.004423993281706624, 0.005589835414262557]","[0.0024926604422266557, 0.003707230290059961, 0.004346941213986786, 0.005131474098293414, 0.0058582434150178785]","[0.0018918957669799713, 0.0032523586448962158, 0.004339619428387902, 0.004086868768000901, 0.005315658436308579]","[0.0018964760997438577, 0.002377971011782817, 0.0032450110885510995, 0.0032076025790513567, 0.004584758111058513]","[0.0022364399538304753, 0.003161627040905999, 0.005174201172294507, 0.004332284261277837, 0.005951898578165904]","[0.0019228786240541708, 0.0033107872445710578, 0.004493488069078407, 0.004209671861092488, 0.005410660272791513]","[0.0018896719002027594, 0.0035617285647849477, 0.006188513969760496, 0.006405325888558586, 0.007081882900049735]","[0.001985556747201426, 0.003976136884592913, 0.004675071552672526, 0.004353635456604619, 0.0058025991625144146]","[0.0019436633110259049, 0.0035711745808928736, 0.004847158495787896, 0.004698687194002463, 0.005867536292700395]","[0.0030394259879776586, 0.003585352231376605, 0.004532372467889256, 0.004657933024638557, 0.006046968726506021]","[0.001998205012408278, 0.0037109936814799407, 0.004192346926373735, 0.004137734128462372, 0.005880435687501206]","[0.001999002570537107, 0.0025555333545536473, 0.003337623383555589, 0.003416601326001915, 0.004810985488148646]","[0.0019025708179085535, 0.0023826399363100896, 0.0032554845312011836, 0.003195670972909825, 0.00455218289010531]"
DOGE,"[0.002653035916033846, 0.0025037431948725986, 0.005600330791184573, 0.005976789763311067, 0.01771697178248127]","[0.0035823186987321795, 0.003554847812299874, 0.006437319113290724, 0.0067251668032518265, 0.020901991173948656]","[0.002670579674467873, 0.002518298693417158, 0.005530429437431255, 0.005793908865257673, 0.01752707485834144]","[0.002667737798625906, 0.0025439065972948554, 0.0030418504917698584, 0.004013084697351183, 0.004281224529247615]","[0.002888814097943082, 0.00263378786805656, 0.003974042053058019, 0.005070820325748988, 0.007977026288696964]","[0.00282702067101977, 0.0025453601469474095, 0.006580821320167683, 0.006742592323116211, 0.02129029945032128]","[0.0029606967405784125, 0.0028589429714137326, 0.005999349396040879, 0.006262577506968191, 0.019707084516755995]","[0.002684773006053666, 0.002549371422300664, 0.005138275843923159, 0.005555703096469019, 0.01588117775748749]","[0.0027642294487506833, 0.0026233688904088357, 0.006237854252416688, 0.007037893042716578, 0.020627574704438798]","[0.0058403114594779764, 0.005330185872463921, 0.005600672076993733, 0.005982651266151305, 0.017865733573017933]","[0.0029245966057696153, 0.002747871980597213, 0.00554825636330633, 0.005607084498702373, 0.016602232432797282]","[0.002683527250625611, 0.0025036525696230435, 0.003143883691946494, 0.004422345203387411, 0.0044091501418661114]","[0.0026497384657151405, 0.0024734014791755222, 0.0030042239218636578, 0.003979059224296191, 0.004226477803553185]"
MATIC,"[0.0015775693277400944, 0.0026746214004191807, 0.002771586621933011, 0.0039420505417226154, 0.004973005569078786]","[0.0019381278535694616, 0.0030820833354909183, 0.0030845341286816833, 0.0042333954695790675, 0.005418333707918387]","[0.0015133353835075794, 0.002753675909357731, 0.0025503991733401886, 0.003524664996567885, 0.004571814537845047]","[0.0015185473409489601, 0.001991518949971607, 0.0025746953315335043, 0.002294239051889709, 0.003767464446408827]","[0.001944533858162379, 0.003192198814409022, 0.0031126187089137998, 0.0052695911464161775, 0.00606012658564621]","[0.001615146368622496, 0.003155383144427699, 0.002583417825404866, 0.0037145075887247757, 0.004938565921583346]","[0.002155524949618267, 0.004568329983253194, 0.0027779703469950545, 0.004157801919297885, 0.00510320502628295]","[0.0017002181810620621, 0.0033357533361596894, 0.0026856318213728182, 0.00344428412788658, 0.004629444076030379]","[0.0016432208218296596, 0.0030333364588704466, 0.0034333487908805582, 0.005071235409959194, 0.0061913352619073535]","[0.0023267676988686305, 0.00308077822491887, 0.0029992549755423893, 0.004277023752978355, 0.0052278092221476466]","[0.0018435919795404627, 0.002944035030050212, 0.0028344484449963833, 0.00425207714674653, 0.00536651514106593]","[0.0015278010903276426, 0.0020739445965558476, 0.0025595965972905685, 0.002345673940832975, 0.0038590058811743227]","[0.001533847520922106, 0.002015639718893358, 0.002573567599830411, 0.0022544528374727497, 0.003711988362768077]"
LINK,"[0.0016811846715184928, 0.002284362211285346, 0.0039562910937833776, 0.0038086693131980007, 0.004633174385755801]","[0.0019051907134463844, 0.0023237747370251556, 0.004791737889145912, 0.004444593432126358, 0.005268053309512032]","[0.0024257894085392157, 0.002296976451012933, 0.004225788575722185, 0.0035691676346893287, 0.004480365430884417]","[0.0017204987747423373, 0.0022491206077028987, 0.0025656236106555794, 0.002716383660347039, 0.003949503354222996]","[0.001974016124332069, 0.002733980446236585, 0.004208098190686587, 0.004437894253268199, 0.005532829354532213]","[0.0017325240997582243, 0.00229164173446614, 0.004755329860608804, 0.004257837521007588, 0.00504138047195285]","[0.0017491607712446717, 0.002288336732455673, 0.005162449033993686, 0.004575990355211328, 0.005261064130273502]","[0.0018942227488900315, 0.0027308215070211725, 0.004633453455368716, 0.005068816186698573, 0.00549158762851289]","[0.001728226910550122, 0.002349360442653418, 0.004941766316513328, 0.00446959460308581, 0.005373664730216962]","[0.002440674093553699, 0.002405276516629084, 0.005018417520611154, 0.0045607509227427795, 0.005078257619088629]","[0.0020607723190136313, 0.002516247263947347, 0.0038849382694218764, 0.004094701404056606, 0.004890749053276221]","[0.0018210204578051714, 0.0022432779718852213, 0.0027242781971320035, 0.002772260871155856, 0.003976918687664775]","[0.0016830586249072053, 0.0022323260434626317, 0.002556582605971338, 0.002688012417511385, 0.0038712538062316616]"
ETC,"[0.0016211844185812236, 0.003051496643603308, 0.006810298086132877, 0.006323001055930142, 0.006696200322114911]","[0.001882612475641251, 0.00307204011316748, 0.007602149023324374, 0.007480551142250376, 0.007820684015244973]","[0.0016121313948739713, 0.003021186159993766, 0.006540918531704341, 0.006048754516687548, 0.0062182698517277354]","[0.0016098940812118694, 0.0026755601894591923, 0.004791822249990456, 0.005029269132358484, 0.004160398414555853]","[0.0016493882878212622, 0.0028070447632089317, 0.0075888136659615635, 0.007166904335522425, 0.0077048556911680725]","[0.0016058900321681594, 0.003014218426824328, 0.0064670183444540535, 0.005965407666392869, 0.006083992567812423]","[0.0016085856604838237, 0.003039438427191409, 0.0065608509025750035, 0.006013347266981513, 0.006182110699616642]","[0.0016256949455684454, 0.003099859688805906, 0.006974387237889268, 0.0062444679358668554, 0.006512238965212874]","[0.0016146051354000333, 0.003052538959499614, 0.007178614638837679, 0.006346319663240613, 0.006805873648177894]","[0.0028007142714691654, 0.0034289674219616195, 0.007159598244237758, 0.0071794099123168795, 0.007200698635355845]","[0.0016991259739261263, 0.003413839613604346, 0.008872018226205028, 0.007578363956096683, 0.00797173218850186]","[0.0016949283491443348, 0.0027858114598182603, 0.004621680491060505, 0.00495509095150487, 0.004414203711391083]","[0.0016114470175196368, 0.0026374330107096404, 0.004961605896563705, 0.004998770595176933, 0.003961906074304767]"
XLM,"[0.0018916678184318317, 0.003823029174801603, 0.002929889181797139, 0.002676727470938033, 0.0028261556516328877]","[0.0021889227827543026, 0.00385157837668655, 0.003008685918202464, 0.002584566956127953, 0.0028928163870825903]","[0.0018498663494939888, 0.0037470226833186044, 0.0029003893950816746, 0.0025821160584960983, 0.0026860255468326402]","[0.0018908505930205547, 0.0019713072814895537, 0.0021814650072143455, 0.001968892578617332, 0.002637499575705762]","[0.0020489331115698547, 0.003489932273741307, 0.003237028754792846, 0.003107207759214726, 0.0030544157143105647]","[0.002027638099851834, 0.004508356075844306, 0.0036457963051238695, 0.00339759623428256, 0.0029836119791631223]","[0.0018673529467125895, 0.004084138549878063, 0.003057525674561424, 0.0027151038072691417, 0.0027231970316223494]","[0.0021315646820199157, 0.005449877788655836, 0.003778736833421653, 0.0031808947169029134, 0.0033242045799650884]","[0.0020485930056524, 0.004072331056114073, 0.002935769813449327, 0.0026603693954958627, 0.002804755582812277]","[0.002695714268638568, 0.0043204548916750945, 0.0041239574630721875, 0.0038706479178480966, 0.004118011072795445]","[0.0018313401802966336, 0.0033981812830578897, 0.002729911434288024, 0.0024150957824735845, 0.002622075666914579]","[0.0019121895165655116, 0.0020748618364650902, 0.0022351802976380048, 0.0020123449173696, 0.0026042657206965837]","[0.0018583952163557548, 0.0019812647998595626, 0.002124712824392001, 0.001891814299523182, 0.002618987277316079]"
